artistID	category	artist_category
377	['Metal', 'Metal', 'Metal', 'Metal', 'Metal', 'Metal', 'Metal', 'Metal', 'Metal', 'Metal', 'Metal', 'Metal', 'Metal', 'Metal', 'Metal', 'Metal', 'Electronic', 'Electronic', 'Electronic', 'Pop', 'Other', 'Rock', 'Rock', 'Rock', 'Rock', 'Rock', 'Rock', 'Rock', 'Rock', 'Rock', 'Rock', 'Rock', 'Rock', 'Rock', 'Rock', 'Rock', 'Rock', 'Rock', 'Rock', 'Rock', 'Rock', 'Rock', 'Rock', 'Rock', 'Rock', 'Rock', 'Rock', 'Rock', 'Rock', 'Rock', 'Rock', 'Rock', 'Rock', 'Rock', 'Rock', 'Rock', 'Rock', 'Rock', 'Rock', 'Rock', 'Rock', 'Rock', 'Rock', 'Rock', 'Rock', 'Rock', 'Rock', 'Rock', 'Rock', 'Rock', 'Rock', 'Rock', 'Rock', 'Rock', 'Rock', 'Rock', 'Rock', 'Rock', 'Rock', 'Rock', 'Rock', 'Rock', 'Rock', 'Rock', 'Rock', 'Rock', 'Rock', 'Rock', 'Rock', 'Rock', 'Rock', 'Rock', 'Rock', 'Rock', 'Rock', 'Rock', 'Rock', 'Rock', 'Rock', 'Rock', 'Rock', 'Rock', 'Rock', 'Rock', 'Rock', 'Rock', 'Rock', 'Rock', 'Rock', 'Rock', 'Rock', 'Rock', 'Rock', 'Rock', 'Rock', 'Rock', 'Rock', 'Rock', 'Rock', 'Rock', 'Rock', 'Rock', 'Rock', 'Rock', 'Rock', 'Rock', 'Rock', 'Rock', 'Rock', 'Rock', 'Rock', 'Rock', 'Rock', 'Rock', 'Rock', 'Rock', 'Rock', 'Rock', 'Rock', 'Rock', 'Rock', 'Hip-Hop', 'Hip-Hop', 'Hip-Hop', 'Hip-Hop', 'Hip-Hop', 'Hip-Hop', 'Pop', 'Pop', 'Hip-Hop', 'Other', 'Other', 'Other', 'Metal', 'Metal', 'Metal', 'Metal', 'Metal', 'Metal', 'Metal', 'Metal', 'Metal', 'Metal', 'Metal', 'Metal', 'Metal', 'Metal', 'Metal', 'Metal', 'Metal', 'Metal', 'Metal', 'Metal', 'Metal', 'Metal', 'Metal', 'Metal', 'Metal', 'Metal', 'Metal', 'Metal', 'Metal', 'Metal', 'Metal', 'Metal', 'Metal', 'Metal', 'Metal', 'Metal', 'Metal', 'Metal', 'Metal', 'Metal', 'Metal', 'Punk', 'Folk', 'Electronic', 'Electronic', 'Other', 'Other', 'Hip-Hop', 'Hip-Hop', 'Hip-Hop', 'Other', 'Other', 'Other', 'Other', 'Folk', 'Folk', 'Folk', 'Folk', 'Other', 'Other', 'Other', 'Other', 'Other', 'Other', 'Other', 'Other', 'Other', 'Other', 'Other', 'Other', 'Other', 'Other', 'Metal', 'Metal', 'Rock', 'Other', 'Other', 'Other', 'Other', 'Classical', 'Other', 'Other', 'Other', 'Other', 'Metal', 'Metal', 'Other', 'Other', 'Other', 'Electronic', 'Other', 'Other', 'Other', 'Other', 'Other', 'Rock', 'Metal', 'Other', 'Other', 'Other', 'Other', 'Other', 'Other', 'Other', 'Other', 'Other', 'Other', 'Other', 'Other', 'Other', 'Other', 'Other', 'Other', 'Other', 'Punk', 'Other', 'Other', 'Other']	Rock
378	['Metal', 'Metal', 'Metal', 'Metal', 'Metal', 'Metal', 'Metal', 'Metal', 'Metal', 'Metal', 'Metal', 'Metal', 'Metal', 'Metal', 'Metal', 'Other', 'Experimental', 'Electronic', 'Pop', 'Pop', 'Other', 'Other', 'Other', 'Other', 'Other', 'Other', 'Other', 'Experimental', 'Rock', 'Rock', 'Rock', 'Rock', 'Rock', 'Rock', 'Rock', 'Rock', 'Rock', 'Rock', 'Rock', 'Rock', 'Rock', 'Rock', 'Rock', 'Rock', 'Rock', 'Rock', 'Rock', 'Rock', 'Rock', 'Rock', 'Rock', 'Rock', 'Rock', 'Rock', 'Rock', 'Rock', 'Rock', 'Rock', 'Rock', 'Rock', 'Rock', 'Rock', 'Rock', 'Rock', 'Rock', 'Rock', 'Rock', 'Rock', 'Rock', 'Rock', 'Rock', 'Rock', 'Rock', 'Rock', 'Rock', 'Rock', 'Rock', 'Rock', 'Rock', 'Rock', 'Rock', 'Rock', 'Rock', 'Rock', 'Rock', 'Rock', 'Rock', 'Rock', 'Rock', 'Rock', 'Rock', 'Rock', 'Rock', 'Rock', 'Rock', 'Other', 'Pop', 'Other', 'Other', 'Other', 'Other', 'Other', 'Other', 'Other', 'Other', 'Other', 'Other', 'Other', 'Other', 'Other', 'Other', 'Other', 'Other', 'Other', 'Other', 'Other', 'Other', 'Other', 'Other', 'Other', 'Other', 'Other', 'Other', 'Other', 'Other', 'Other', 'Folk', 'Folk', 'Punk', 'Metal', 'Metal', 'Metal', 'Metal', 'Other', 'Other', 'Other', 'Other', 'Other', 'Other', 'Other', 'Other', 'Other', 'Other', 'Other', 'Other', 'Other', 'Other', 'Other', 'Other', 'Soundtrack', 'Soundtrack', 'Folk', 'Folk', 'Rock', 'Rock', 'Rock', 'Rock', 'Rock', 'Rock', 'Rock', 'Rock', 'Rock', 'Rock', 'Rock', 'Rock', 'Rock', 'Rock', 'Rock', 'Rock', 'Country', 'Other', 'Other', 'Other', 'Other', 'Other', 'Other', 'Other', 'Other', 'Other', 'Other', 'Folk', 'Folk', 'Folk', 'Folk', 'Folk', 'Folk', 'Other', 'Other', 'Other', 'Other', 'Experimental', 'Experimental', 'Experimental', 'Other', 'Other', 'Other', 'Pop', 'Other', 'Other', 'Other', 'Other', 'Other', 'Other', 'Other', 'Other', 'Other', 'Other', 'Other', 'Soundtrack', 'Classical', 'Classical', 'Classical', 'Other', 'Jazz', 'Other', 'Other', 'Metal', 'Other', 'Other', 'Other', 'Other', 'Other', 'Other', 'Other', 'Other', 'Other', 'Other', 'Other', 'Rock', 'Rock', 'Rock', 'Other', 'Other', 'Other', 'Other', 'Electronic', 'Metal', 'Metal', 'Other', 'Other', 'Jazz', 'Other', 'Rock', 'Rock', 'Other', 'Classical', 'Other', 'Other', 'Rock', 'Other', 'Other', 'Other', 'Other', 'Other', 'Other', 'Other', 'Other', 'Other', 'Other', 'Other', 'Rock', 'Other', 'Other', 'Other', 'Other', 'Other', 'Other', 'Metal', 'Other', 'Other', 'Other', 'Other', 'Other', 'Other', 'Other', 'R&B']	Rock
379	['Pop', 'Jazz', 'Other', 'Other', 'Other', 'Pop', 'Pop', 'Pop', 'Pop', 'Other', 'Other', 'Other', 'Other', 'Other', 'Other', 'Pop', 'Pop', 'Rock']	Pop
380	['Rock', 'Rock', 'Rock', 'Other', 'Other', 'Folk', 'Folk', 'Folk', 'Folk', 'Folk', 'Folk', 'Folk', 'Other', 'World', 'World', 'Other', 'Other', 'Other', 'Other', 'Classical', 'New Age', 'Other']	Folk
381	['Rock', 'Pop', 'Pop', 'Other', 'Other', 'Other', 'Other', 'Other', 'Other', 'Other']	Pop
382	['Rock', 'Other', 'Other']	Rock
383	['Rock', 'Rock', 'Rock', 'Rock', 'Rock', 'Rock', 'Rock', 'Rock', 'Rock', 'Other', 'Other', 'Punk', 'Punk', 'Punk', 'Punk', 'Punk', 'Punk', 'Punk', 'Punk', 'Punk', 'Punk', 'Punk', 'Punk', 'Punk', 'Punk', 'Punk', 'Punk', 'Punk', 'Punk', 'Punk', 'Punk', 'Punk', 'Punk', 'Punk', 'Punk', 'Punk', 'Folk', 'Other', 'Other', 'Classical', 'Punk', 'Other', 'Punk', 'Other', 'Other', 'Other', 'Other']	Punk
384	['World', 'Folk', 'World', 'World', 'World', 'Other', 'Other']	World
385	['Rock', 'Pop', 'Pop', 'Pop', 'Soundtrack', 'Other', 'Other', 'Pop']	Pop
386	['Electronic', 'Electronic', 'Electronic', 'Electronic', 'Pop', 'Pop', 'Pop', 'Pop', 'Pop', 'Pop', 'Pop', 'Pop', 'Pop', 'Pop', 'Other', 'Other', 'Other', 'Pop', 'Pop', 'Pop', 'Pop', 'Pop', 'Pop', 'Pop', 'Pop', 'Pop', 'Pop', 'Pop', 'Pop', 'Pop', 'Pop', 'Pop', 'Pop', 'Pop', 'Pop', 'Pop', 'Pop', 'Pop', 'Other', 'Other', 'Pop', 'Electronic', 'Electronic', 'Electronic', 'Electronic', 'Electronic', 'Electronic', 'Electronic', 'Electronic', 'Electronic', 'Other', 'Other', 'Other', 'Other', 'Other', 'Other', 'Other', 'Other', 'Other', 'Other', 'Other', 'Other', 'Other', 'Other', 'Pop', 'Other', 'Other', 'Other', 'Other', 'Other', 'Other', 'Other', 'Other', 'Other', 'Other', 'R&B', 'Other', 'Other', 'Other', 'Pop', 'Other', 'Electronic', 'Electronic', 'Electronic', 'Electronic', 'R&B', 'Other', 'Other', 'Other', 'Other', 'Other', 'Other', 'Other', 'Electronic', 'Pop', 'Other', 'Rock', 'Other', 'Other', 'New Age', 'Other', 'Other', 'Other', 'Other', 'Other', 'Pop', 'Pop', 'Punk', 'Other', 'Other', 'Other', 'Other', 'Other', 'Electronic', 'Other', 'Other']	Pop
387	['Other', 'Other', 'Other']	Other
388	['Pop', 'Pop', 'Pop', 'Other', 'Other']	Pop
389	['Other', 'Other', 'Other', 'Other', 'Other', 'New Age', 'New Age', 'New Age', 'New Age', 'New Age', 'New Age', 'New Age', 'New Age', 'New Age', 'New Age', 'New Age', 'New Age', 'New Age', 'Other', 'Electronic', 'New Age', 'New Age', 'New Age', 'New Age', 'New Age', 'New Age', 'New Age', 'New Age', 'New Age', 'New Age', 'New Age', 'New Age', 'New Age', 'New Age', 'New Age', 'New Age', 'New Age', 'New Age', 'Pop', 'Pop', 'Other', 'Other', 'Other', 'Pop', 'World', 'Other', 'Other', 'Other', 'Other', 'Other', 'Other', 'Other', 'Other', 'Other', 'Other', 'Other', 'Other', 'Other', 'Punk', 'Soundtrack', 'Folk', 'Other', 'Other', 'Other', 'Other', 'New Age', 'Classical', 'Jazz', 'Other', 'Other', 'Other', 'Electronic', 'Other', 'World', 'World', 'World', 'World', 'World', 'World', 'World', 'World', 'World', 'World', 'World', 'Other', 'Other', 'Other', 'Other', 'Other', 'Other', 'Other', 'Other', 'Other', 'Other', 'Other']	New Age
390	['Rock', 'Rock', 'Rock', 'Rock', 'Pop', 'Pop', 'Other', 'Other', 'Other', 'Other', 'Other', 'Other', 'Other', 'Other', 'Rock', 'Other', 'Other']	Rock
391	['Metal', 'Other', 'Rock', 'Other']	Metal
392	['Other']	Other
393	['Pop', 'Pop', 'Pop', 'Pop', 'Pop', 'Pop', 'Pop', 'Pop', 'Pop', 'Other', 'Other', 'Other', 'Other', 'Other', 'Other', 'Other', 'Other', 'Other', 'Other', 'Other', 'Other', 'Other']	Pop
394	['Other', 'Other', 'Other', 'Pop', 'Other', 'Other']	Pop
395	['Other', 'Pop', 'Pop', 'Pop', 'Pop', 'Other', 'Other', 'Other']	Pop
396	['Rock', 'Rock', 'Rock', 'Rock', 'Rock', 'Rock', 'Other', 'Other', 'Other', 'Other', 'Rock', 'Rock', 'Other', 'Other']	Rock
397	['Other', 'Other', 'Rock', 'Rock', 'Rock', 'Rock', 'Rock', 'Other', 'Other', 'Other', 'Other', 'Other', 'Other', 'Rock', 'Rock', 'Other', 'Rock']	Rock
398	['Other']	Other
399	['Pop', 'Pop', 'Pop', 'Pop', 'Pop', 'Pop', 'Other', 'Other', 'Other', 'Pop', 'Other', 'Other', 'Other', 'Other', 'Other', 'Other', 'Other', 'Other']	Pop
400	['Pop', 'Pop', 'Pop', 'Pop', 'Other']	Pop
401	['Other', 'Other', 'Rock']	Rock
402	['Other']	Other
403	['Electronic', 'Pop', 'Rock', 'Rock', 'Rock', 'Rock', 'Rock', 'Rock', 'Rock', 'Rock', 'Rock', 'Rock', 'Rock', 'Rock', 'Rock', 'Rock', 'Rock', 'Rock', 'Rock', 'Rock', 'Rock', 'Rock', 'Rock', 'Rock', 'Rock', 'Rock', 'Rock', 'Rock', 'Rock', 'Rock', 'Rock', 'Rock', 'Rock', 'Rock', 'Rock', 'Rock', 'Rock', 'Rock', 'Rock', 'Rock', 'Rock', 'Rock', 'Rock', 'Rock', 'Rock', 'Rock', 'Rock', 'Rock', 'Rock', 'Pop', 'Pop', 'Pop', 'Pop', 'Punk', 'Punk', 'Punk', 'Punk', 'Punk', 'Punk', 'Punk', 'Punk', 'Punk', 'Punk', 'Punk', 'Punk', 'Punk', 'Punk', 'Punk', 'Punk', 'Punk', 'Punk', 'Punk', 'Punk', 'Punk', 'Punk', 'Punk', 'Punk', 'Punk', 'Punk', 'Soundtrack', 'Other', 'Other', 'Other', 'Other', 'Other', 'Other', 'Other', 'Other', 'Pop', 'Other', 'Pop', 'Other', 'Other', 'Pop', 'Rock', 'Other', 'Other', 'Jazz', 'Other', 'Other', 'Other', 'Other', 'Other', 'Other', 'Other', 'Other', 'Other', 'Other', 'Other', 'Other', 'Other', 'Other', 'Other', 'Other', 'Other', 'Other', 'Other']	Rock
404	['Pop', 'Pop', 'Other']	Pop
405	['Pop', 'Pop', 'Pop', 'Pop', 'Rock', 'Rock', 'Rock', 'Rock', 'Rock', 'Rock', 'Rock', 'Rock', 'Rock', 'Rock', 'Rock', 'Rock', 'Rock', 'Rock', 'Rock', 'Rock', 'Rock', 'Rock', 'Rock', 'Rock', 'Rock', 'Rock', 'Rock', 'Rock', 'Rock', 'Rock', 'Rock', 'Rock', 'Rock', 'Rock', 'Rock', 'Rock', 'Rock', 'Rock', 'Rock', 'Rock', 'Rock', 'Rock', 'Pop', 'Other', 'Rock', 'Rock', 'Other', 'Other', 'Other', 'Other', 'Other', 'Other', 'Other', 'Other', 'Other', 'Other', 'Other', 'Other', 'Other', 'Other', 'Other', 'Other', 'Other', 'Other', 'Other', 'Other', 'Other']	Rock
406	['Rock', 'Rock', 'Rock', 'Other', 'Other']	Rock
407	['Other', 'New Age', 'New Age', 'New Age', 'New Age', 'New Age', 'New Age', 'New Age', 'New Age', 'New Age', 'Electronic', 'Electronic', 'Electronic', 'Electronic', 'Hip-Hop', 'Experimental', 'Experimental', 'Soundtrack', 'Soundtrack', 'Soundtrack', 'Soundtrack', 'Soundtrack', 'Soundtrack', 'Soundtrack', 'Soundtrack', 'Electronic', 'Electronic', 'Other', 'Other', 'Other', 'Other', 'Other', 'Other', 'Experimental', 'Other', 'Soundtrack', 'Soundtrack', 'Other', 'Soundtrack', 'Other', 'Other', 'Other', 'Blues', 'Other', 'Soundtrack']	Soundtrack
408	['Metal', 'Rock', 'Rock', 'Rock', 'Rock', 'Rock', 'Rock', 'Rock', 'Rock', 'Rock', 'Rock', 'Rock', 'Rock', 'Rock', 'Rock', 'Rock', 'Rock', 'Metal', 'Punk', 'Folk', 'Other', 'Rock', 'Rock', 'Rock']	Rock
409	['Pop', 'Pop', 'Pop', 'Hip-Hop', 'Pop', 'Pop', 'Pop', 'Pop', 'Other', 'Other', 'Other', 'Other', 'Other', 'Folk', 'Other', 'Other', 'Other', 'Other', 'Other', 'Electronic', 'Other', 'Pop', 'Other', 'Other', 'Other', 'Other', 'Electronic', 'Pop', 'Hip-Hop']	Pop
410	['Pop', 'Hip-Hop', 'Pop', 'Pop', 'Other', 'Other', 'Other', 'Pop', 'Pop', 'Other', 'Hip-Hop']	Pop
412	['Pop', 'Pop', 'Pop', 'Rock', 'Rock', 'Rock', 'Rock', 'Rock', 'Rock', 'Rock', 'Rock', 'Rock', 'Rock', 'Rock', 'Rock', 'Rock', 'Rock', 'Rock', 'Rock', 'Rock', 'Rock', 'Rock', 'Rock', 'Rock', 'Rock', 'Rock', 'Rock', 'Rock', 'Rock', 'Rock', 'Rock', 'Rock', 'Rock', 'Pop', 'Other', 'Other', 'Punk', 'Punk', 'Punk', 'Punk', 'Punk', 'Punk', 'Punk', 'Punk', 'Punk', 'Punk', 'Punk', 'Punk', 'Punk', 'Punk', 'Punk', 'Punk', 'Punk', 'Punk', 'Punk', 'Punk', 'Punk', 'Punk', 'Punk', 'Punk', 'Punk', 'Punk', 'Punk', 'Punk', 'Punk', 'Punk', 'Punk', 'Punk', 'Punk', 'Punk', 'Punk', 'Punk', 'Punk', 'Punk', 'Punk', 'Punk', 'Punk', 'Punk', 'Punk', 'Punk', 'Punk', 'Punk', 'Punk', 'Punk', 'Punk', 'Punk', 'Other', 'Other', 'Other', 'Other', 'Folk', 'Folk', 'Other', 'Other', 'Other', 'Rock', 'Other', 'Other', 'Other', 'Other', 'Classical', 'Other', 'Other', 'Pop', 'Punk', 'Other', 'Other', 'Rock', 'Punk', 'Other', 'Other', 'Other', 'Other', 'Other', 'Children', 'Other', 'Other', 'Punk', 'Other', 'Punk', 'Punk', 'Other', 'Other', 'Other', 'Other', 'Other', 'Punk', 'Other', 'Other', 'Other', 'Other', 'Punk', 'Other', 'Other', 'Other', 'Other', 'Other']	Punk
413	['Pop', 'Other', 'Other', 'Pop']	Pop
414	['Other']	Other
415	['Other', 'Other', 'Other']	Other
416	['Rock', 'Rock', 'Rock', 'Rock', 'Rock', 'Rock', 'Rock', 'Rock', 'Rock', 'Rock', 'Rock', 'Rock', 'Rock', 'Rock', 'Rock', 'Rock', 'Rock', 'Rock', 'Rock', 'Rock', 'Rock', 'Rock', 'Rock', 'Rock', 'Rock', 'Rock', 'Rock', 'Rock', 'Rock', 'Rock', 'Rock', 'Rock', 'Rock', 'Rock', 'Rock', 'Rock', 'Other', 'Other', 'Other', 'Other', 'Other', 'Folk', 'Other', 'Other', 'Other', 'Other', 'Punk', 'Punk', 'Other', 'Folk', 'Other', 'Classical', 'Other', 'Other', 'Other', 'Soundtrack', 'Other', 'Other', 'Other', 'Other']	Rock
417	['Rock', 'Rock', 'Rock', 'Other', 'World', 'Other', 'Other', 'Other', 'Other', 'Other', 'Other', 'Other', 'Other', 'Other', 'Other', 'Other']	Rock
418	['Other', 'Other', 'Other', 'Other', 'Other', 'Other', 'New Age', 'New Age', 'New Age', 'New Age', 'New Age', 'New Age', 'New Age', 'New Age', 'New Age', 'New Age', 'New Age', 'New Age', 'New Age', 'New Age', 'New Age', 'New Age', 'New Age', 'New Age', 'New Age', 'New Age', 'New Age', 'New Age', 'New Age', 'New Age', 'New Age', 'New Age', 'New Age', 'New Age', 'New Age', 'New Age', 'New Age', 'New Age', 'New Age', 'New Age', 'New Age', 'New Age', 'New Age', 'New Age', 'New Age', 'New Age', 'New Age', 'New Age', 'New Age', 'New Age', 'New Age', 'Other', 'Other', 'Electronic', 'Electronic', 'Electronic', 'Electronic', 'New Age', 'Other', 'Other', 'Other', 'Other', 'Other', 'Experimental', 'Experimental', 'Experimental', 'Experimental', 'Experimental', 'Experimental', 'Experimental', 'Experimental', 'Experimental', 'Experimental', 'Experimental', 'Experimental', 'Experimental', 'Experimental', 'Experimental', 'Experimental', 'Experimental', 'Experimental', 'Classical', 'Other', 'Other', 'Rock', 'Rock', 'Rock', 'Rock', 'Rock', 'Rock', 'Rock', 'Rock', 'Rock', 'Rock', 'Rock', 'Rock', 'Rock', 'Rock', 'Rock', 'Rock', 'Rock', 'Rock', 'Rock', 'Rock', 'Rock', 'Rock', 'Rock', 'Rock', 'Rock', 'Rock', 'Rock', 'Rock', 'Rock', 'Rock', 'Rock', 'Rock', 'Rock', 'Rock', 'Rock', 'Rock', 'Rock', 'Rock', 'Rock', 'Rock', 'Rock', 'Rock', 'Rock', 'Rock', 'Rock', 'Rock', 'Rock', 'Rock', 'Rock', 'Rock', 'Rock', 'Rock', 'Rock', 'Rock', 'Rock', 'Rock', 'Rock', 'Rock', 'Rock', 'Rock', 'Rock', 'Rock', 'Rock', 'Rock', 'Rock', 'Rock', 'Rock', 'Rock', 'Rock', 'Rock', 'Rock', 'Rock', 'Rock', 'Rock', 'Rock', 'Rock', 'Rock', 'Rock', 'Rock', 'Rock', 'Rock', 'Rock', 'Rock', 'Rock', 'Electronic', 'Other', 'Other', 'Soundtrack', 'Folk', 'Electronic', 'Other', 'Other', 'Other', 'Other', 'Other', 'Other', 'Other', 'Other', 'Other', 'Other', 'Other', 'Other', 'Other', 'Other', 'Other', 'Other', 'Folk', 'Other', 'Rock', 'Other', 'Pop', 'Pop', 'Pop', 'Rock', 'Other', 'Other', 'Other', 'Soundtrack', 'Classical', 'Classical', 'Other', 'Pop', 'Pop', 'Pop', 'Pop', 'Pop', 'Pop', 'Other', 'Other', 'Other', 'Soundtrack', 'Other', 'Other', 'Other', 'New Age', 'Rock', 'Rock', 'Other', 'Other', 'Other', 'Rock', 'Other', 'Other', 'Other', 'Other', 'Other', 'Other', 'Other', 'Other', 'Other', 'Other', 'Other', 'Other', 'Other', 'Other', 'Other', 'Other', 'Other', 'Other', 'Other', 'Other', 'Other', 'Other', 'Other', 'Other', 'Experimental', 'Rock', 'Rock', 'Other', 'Other', 'Other', 'Other', 'R&B', 'Rock', 'Other', 'Other', 'Other', 'Other', 'Other', 'Other', 'Other', 'Other', 'Classical', 'Other', 'Other', 'Other', 'Other', 'Soundtrack', 'Other', 'Other', 'Other', 'Other', 'Other', 'Other', 'Other', 'Other', 'Electronic', 'Electronic', 'Other', 'Other', 'Rock', 'Other', 'Other', 'Other']	Rock
419	['Rock', 'Rock', 'Rock', 'Rock', 'Rock', 'Rock', 'Rock', 'Rock', 'Rock', 'Rock', 'Rock', 'Rock', 'Rock', 'Rock', 'Rock', 'Punk', 'Punk', 'Other', 'Other', 'Other', 'Other', 'Other', 'Other', 'Other', 'Other', 'Rock', 'Soundtrack', 'Other', 'Other', 'Other', 'Other', 'Other']	Rock
420	['New Age', 'Electronic', 'Other', 'Electronic', 'Rock', 'Rock', 'Rock', 'Rock', 'Rock', 'Rock', 'Rock', 'Rock', 'Rock', 'Rock', 'Rock', 'Rock', 'Rock', 'Rock', 'Rock', 'Rock', 'Rock', 'Rock', 'Rock', 'Rock', 'Rock', 'Rock', 'Rock', 'Rock', 'Rock', 'Rock', 'Rock', 'Other', 'Other', 'Other', 'Other', 'Other', 'Electronic', 'Other', 'Other', 'Other', 'Rock', 'Rock', 'Rock', 'Rock', 'Punk', 'Other', 'Other', 'Other', 'Other', 'Other', 'Other', 'Other', 'Other', 'Other', 'Other', 'Other', 'Soundtrack', 'Soundtrack', 'Soundtrack', 'Other', 'Other', 'Other']	Rock
421	['Experimental', 'Rock', 'Rock', 'Rock', 'Rock', 'Rock', 'Rock', 'Rock', 'Rock', 'Rock', 'Rock', 'Rock', 'Rock', 'Rock', 'Rock', 'Rock', 'Rock', 'Other', 'Reggae', 'Reggae', 'Other', 'Pop', 'Pop', 'Other', 'Other', 'Other', 'Other', 'Other', 'Other', 'Other', 'Other']	Rock
422	['Other', 'Rock', 'Rock', 'Rock', 'Rock', 'Rock', 'Jazz', 'Rock', 'Other', 'Folk', 'Other', 'Other', 'Other', 'Other', 'R&B', 'Other', 'Other', 'Other', 'Other', 'Other', 'Other', 'New Age', 'Other', 'Other']	Rock
423	['Other', 'Other', 'Other', 'New Age', 'New Age', 'New Age', 'Other', 'Electronic', 'Pop', 'Pop', 'Other', 'Experimental', 'Experimental', 'Experimental', 'Experimental', 'Other', 'Other', 'Rock', 'Rock', 'Rock', 'Rock', 'Rock', 'Rock', 'Rock', 'Rock', 'Rock', 'Rock', 'Rock', 'Rock', 'Rock', 'Rock', 'Rock', 'Rock', 'Rock', 'Rock', 'Rock', 'Rock', 'Rock', 'Rock', 'Rock', 'Rock', 'Rock', 'Rock', 'Rock', 'Rock', 'Rock', 'Other', 'Other', 'Other', 'Other', 'Other', 'Other', 'Other', 'Other', 'Other', 'Other', 'Other', 'Other', 'Folk', 'Folk', 'Folk', 'Folk', 'Folk', 'Folk', 'Folk', 'Folk', 'Folk', 'Folk', 'Folk', 'Other', 'Other', 'Other', 'Other', 'Other', 'Other', 'Other', 'Other', 'Folk', 'Folk', 'Folk', 'Folk', 'Folk', 'Folk', 'Folk', 'Folk', 'Folk', 'Pop', 'Pop', 'Pop', 'Pop', 'Pop', 'Other', 'Other', 'Classical', 'Classical', 'Classical', 'Other', 'Other', 'Other', 'Other', 'Other', 'Other', 'Other', 'Other', 'Other', 'Other', 'Other', 'Other', 'Other', 'Jazz', 'Other', 'Other', 'Other', 'Other', 'Other', 'Other', 'Other', 'Other', 'Other', 'Other', 'Other', 'Other', 'Other', 'Other']	Rock
424	['Experimental', 'Electronic', 'Electronic', 'Pop', 'Rock', 'Rock', 'Rock', 'Rock', 'Rock', 'Rock', 'Rock', 'Rock', 'Rock', 'Rock', 'Rock', 'Rock', 'Rock', 'Rock', 'Rock', 'Rock', 'Rock', 'Rock', 'Rock', 'Rock', 'Rock', 'Rock', 'Rock', 'Rock', 'Rock', 'Rock', 'Rock', 'Rock', 'Rock', 'Rock', 'Rock', 'Rock', 'Rock', 'Rock', 'Rock', 'Rock', 'Rock', 'Rock', 'Rock', 'Rock', 'Rock', 'Rock', 'Rock', 'Rock', 'Rock', 'Rock', 'Rock', 'Rock', 'Rock', 'Rock', 'Rock', 'Rock', 'Rock', 'Rock', 'Rock', 'Rock', 'Rock', 'Rock', 'Rock', 'Rock', 'Rock', 'Rock', 'Rock', 'Rock', 'Rock', 'Rock', 'Rock', 'Rock', 'Rock', 'Rock', 'Rock', 'Rock', 'Rock', 'Rock', 'Rock', 'Rock', 'Rock', 'Rock', 'Rock', 'Rock', 'Rock', 'Rock', 'Rock', 'Rock', 'Rock', 'Rock', 'Rock', 'Rock', 'Rock', 'Rock', 'Rock', 'Rock', 'Rock', 'Rock', 'Rock', 'Rock', 'Rock', 'Rock', 'Rock', 'Rock', 'Rock', 'Rock', 'Rock', 'Rock', 'Rock', 'Rock', 'Rock', 'Rock', 'Rock', 'Rock', 'Rock', 'Rock', 'Rock', 'Rock', 'Rock', 'Rock', 'Rock', 'Rock', 'Rock', 'Rock', 'Rock', 'Rock', 'Rock', 'Rock', 'Rock', 'Rock', 'Rock', 'Rock', 'Pop', 'Other', 'Other', 'Other', 'Punk', 'Soundtrack', 'Rock', 'Other', 'Other', 'Other', 'Other', 'Other', 'Other', 'Other', 'Folk', 'Other', 'Rock', 'Rock', 'Rock', 'Rock', 'Rock', 'Rock', 'Rock', 'Rock', 'Rock', 'Rock', 'Punk', 'Punk', 'Punk', 'Punk', 'Other', 'Other', 'Other', 'Other', 'Other', 'Pop', 'Other', 'Other', 'Other', 'Rock', 'Rock', 'Punk', 'Other', 'Other', 'Other', 'Rock', 'Rock', 'Soundtrack', 'Soundtrack', 'Rock', 'Other', 'Other', 'Other', 'Other', 'Other', 'Rock', 'Other', 'Other', 'Other', 'Other', 'Other']	Rock
